        1000
 0.97969E+07 0.98596E+07 0.99225E+07 0.99856E+07 0.10049E+08 0.10112E+08
 0.10176E+08 0.10240E+08 0.10304E+08 0.10368E+08 0.10433E+08 0.10498E+08
 0.10562E+08 0.10628E+08 0.10693E+08 0.10758E+08 0.10824E+08 0.10890E+08
 0.10956E+08 0.11022E+08 0.11089E+08 0.11156E+08 0.11222E+08 0.11290E+08
 0.11357E+08 0.11424E+08 0.11492E+08 0.11560E+08 0.11628E+08 0.11696E+08
 0.11765E+08 0.11834E+08 0.11902E+08 0.11972E+08 0.12041E+08 0.12110E+08
 0.12180E+08 0.12250E+08 0.12320E+08 0.12390E+08 0.12461E+08 0.12532E+08
 0.12602E+08 0.12674E+08 0.12745E+08 0.12816E+08 0.12888E+08 0.12960E+08
 0.13032E+08 0.13104E+08 0.13177E+08 0.13250E+08 0.13322E+08 0.13396E+08
 0.13469E+08 0.13542E+08 0.13616E+08 0.13690E+08 0.13764E+08 0.13838E+08
 0.13913E+08 0.13988E+08 0.14062E+08 0.14138E+08 0.14213E+08 0.14288E+08
 0.14364E+08 0.14440E+08 0.14516E+08 0.14592E+08 0.14669E+08 0.14746E+08
 0.14822E+08 0.14900E+08 0.14977E+08 0.15054E+08 0.15132E+08 0.15210E+08
 0.15288E+08 0.15366E+08 0.15445E+08 0.15524E+08 0.15602E+08 0.15682E+08
 0.15761E+08 0.15840E+08 0.15920E+08 0.16000E+08 0.16080E+08 0.16160E+08
 0.16241E+08 0.16322E+08 0.16402E+08 0.16484E+08 0.16565E+08 0.16646E+08
 0.16728E+08 0.16810E+08 0.16892E+08 0.16974E+08 0.17057E+08 0.17140E+08
 0.17222E+08 0.17306E+08 0.17389E+08 0.17472E+08 0.17556E+08 0.17640E+08
 0.17724E+08 0.17808E+08 0.17893E+08 0.17978E+08 0.18062E+08 0.18148E+08
 0.18233E+08 0.18318E+08 0.18404E+08 0.18490E+08 0.18576E+08 0.18662E+08
 0.18749E+08 0.18836E+08 0.18922E+08 0.19010E+08 0.19097E+08 0.19184E+08
 0.19272E+08 0.19360E+08 0.19448E+08 0.19536E+08 0.19625E+08 0.19714E+08
 0.19802E+08 0.19892E+08 0.19981E+08 0.20070E+08 0.20160E+08 0.20250E+08
 0.20340E+08 0.20430E+08 0.20521E+08 0.20612E+08 0.20702E+08 0.20794E+08
 0.20885E+08 0.20976E+08 0.21068E+08 0.21160E+08 0.21252E+08 0.21344E+08
 0.21437E+08 0.21530E+08 0.21622E+08 0.21716E+08 0.21809E+08 0.21902E+08
 0.21996E+08 0.22090E+08 0.22184E+08 0.22278E+08 0.22373E+08 0.22468E+08
 0.22562E+08 0.22658E+08 0.22753E+08 0.22848E+08 0.22944E+08 0.23040E+08
 0.23136E+08 0.23232E+08 0.23329E+08 0.23426E+08 0.23522E+08 0.23620E+08
 0.23717E+08 0.23814E+08 0.23912E+08 0.24010E+08 0.24108E+08 0.24206E+08
 0.24305E+08 0.24404E+08 0.24502E+08 0.24602E+08 0.24701E+08 0.24800E+08
 0.24900E+08 0.25000E+08 0.25100E+08 0.25200E+08 0.25301E+08 0.25402E+08
 0.25502E+08 0.25604E+08 0.25705E+08 0.25806E+08 0.25908E+08 0.26010E+08
 0.26112E+08 0.26214E+08 0.26317E+08 0.26420E+08 0.26522E+08 0.26626E+08
 0.26729E+08 0.26832E+08 0.26936E+08 0.27040E+08 0.27144E+08 0.27248E+08
 0.27353E+08 0.27458E+08 0.27562E+08 0.27668E+08 0.27773E+08 0.27878E+08
 0.27984E+08 0.28090E+08 0.28196E+08 0.28302E+08 0.28409E+08 0.28516E+08
 0.28622E+08 0.28730E+08 0.28837E+08 0.28944E+08 0.29052E+08 0.29160E+08
 0.29268E+08 0.29376E+08 0.29485E+08 0.29594E+08 0.29702E+08 0.29812E+08
 0.29921E+08 0.30030E+08 0.30140E+08 0.30250E+08 0.30360E+08 0.30470E+08
 0.30581E+08 0.30692E+08 0.30802E+08 0.30914E+08 0.31025E+08 0.31136E+08
 0.31248E+08 0.31360E+08 0.31472E+08 0.31584E+08 0.31697E+08 0.31810E+08
 0.31922E+08 0.32036E+08 0.32149E+08 0.32262E+08 0.32376E+08 0.32490E+08
 0.32604E+08 0.32718E+08 0.32833E+08 0.32948E+08 0.33062E+08 0.33178E+08
 0.33293E+08 0.33408E+08 0.33524E+08 0.33640E+08 0.33756E+08 0.33872E+08
 0.33989E+08 0.34106E+08 0.34222E+08 0.34340E+08 0.34457E+08 0.34574E+08
 0.34692E+08 0.34810E+08 0.34928E+08 0.35046E+08 0.35165E+08 0.35284E+08
 0.35402E+08 0.35522E+08 0.35641E+08 0.35760E+08 0.35880E+08 0.36000E+08
 0.36120E+08 0.36240E+08 0.36361E+08 0.36482E+08 0.36602E+08 0.36724E+08
 0.36845E+08 0.36966E+08 0.37088E+08 0.37210E+08 0.37332E+08 0.37454E+08
 0.37577E+08 0.37700E+08 0.37822E+08 0.37946E+08 0.38069E+08 0.38192E+08
 0.38316E+08 0.38440E+08 0.38564E+08 0.38688E+08 0.38813E+08 0.38938E+08
 0.39062E+08 0.39188E+08 0.39313E+08 0.39438E+08 0.39564E+08 0.39690E+08
 0.39816E+08 0.39942E+08 0.40069E+08 0.40196E+08 0.40322E+08 0.40450E+08
 0.40577E+08 0.40704E+08 0.40832E+08 0.40960E+08 0.41088E+08 0.41216E+08
 0.41345E+08 0.41474E+08 0.41602E+08 0.41732E+08 0.41861E+08 0.41990E+08
 0.42120E+08 0.42250E+08 0.42380E+08 0.42510E+08 0.42641E+08 0.42772E+08
 0.42902E+08 0.43034E+08 0.43165E+08 0.43296E+08 0.43428E+08 0.43560E+08
 0.43692E+08 0.43824E+08 0.43957E+08 0.44090E+08 0.44222E+08 0.44356E+08
 0.44489E+08 0.44622E+08 0.44756E+08 0.44890E+08 0.45024E+08 0.45158E+08
 0.45293E+08 0.45428E+08 0.45562E+08 0.45698E+08 0.45833E+08 0.45968E+08
 0.46104E+08 0.46240E+08 0.46376E+08 0.46512E+08 0.46649E+08 0.46786E+08
 0.46922E+08 0.47060E+08 0.47197E+08 0.47334E+08 0.47472E+08 0.47610E+08
 0.47748E+08 0.47886E+08 0.48025E+08 0.48164E+08 0.48302E+08 0.48442E+08
 0.48581E+08 0.48720E+08 0.48860E+08 0.49000E+08 0.49140E+08 0.49280E+08
 0.49421E+08 0.49562E+08 0.49702E+08 0.49844E+08 0.49985E+08 0.50126E+08
 0.50268E+08 0.50410E+08 0.50552E+08 0.50694E+08 0.50837E+08 0.50980E+08
 0.51122E+08 0.51266E+08 0.51409E+08 0.51552E+08 0.51696E+08 0.51840E+08
 0.51984E+08 0.52128E+08 0.52273E+08 0.52418E+08 0.52562E+08 0.52708E+08
 0.52853E+08 0.52998E+08 0.53144E+08 0.53290E+08 0.53436E+08 0.53582E+08
 0.53729E+08 0.53876E+08 0.54022E+08 0.54170E+08 0.54317E+08 0.54464E+08
 0.54612E+08 0.54760E+08 0.54908E+08 0.55056E+08 0.55205E+08 0.55354E+08
 0.55502E+08 0.55652E+08 0.55801E+08 0.55950E+08 0.56100E+08 0.56250E+08
 0.56400E+08 0.56550E+08 0.56701E+08 0.56852E+08 0.57002E+08 0.57154E+08
 0.57305E+08 0.57456E+08 0.57608E+08 0.57760E+08 0.57912E+08 0.58064E+08
 0.58217E+08 0.58370E+08 0.58522E+08 0.58676E+08 0.58829E+08 0.58982E+08
 0.59136E+08 0.59290E+08 0.59444E+08 0.59598E+08 0.59753E+08 0.59908E+08
 0.60062E+08 0.60218E+08 0.60373E+08 0.60528E+08 0.60684E+08 0.60840E+08
 0.60996E+08 0.61152E+08 0.61309E+08 0.61466E+08 0.61622E+08 0.61780E+08
 0.61937E+08 0.62094E+08 0.62252E+08 0.62410E+08 0.62568E+08 0.62726E+08
 0.62885E+08 0.63044E+08 0.63202E+08 0.63362E+08 0.63521E+08 0.63680E+08
 0.63840E+08 0.64000E+08 0.64160E+08 0.64320E+08 0.64481E+08 0.64642E+08
 0.64802E+08 0.64964E+08 0.65125E+08 0.65286E+08 0.65448E+08 0.65610E+08
 0.65772E+08 0.65934E+08 0.66097E+08 0.66260E+08 0.66422E+08 0.66586E+08
 0.66749E+08 0.66912E+08 0.67076E+08 0.67240E+08 0.67404E+08 0.67568E+08
 0.67733E+08 0.67898E+08 0.68063E+08 0.68228E+08 0.68393E+08 0.68558E+08
 0.68724E+08 0.68890E+08 0.69056E+08 0.69222E+08 0.69389E+08 0.69556E+08
 0.69723E+08 0.69890E+08 0.70057E+08 0.70224E+08 0.70392E+08 0.70560E+08
 0.70728E+08 0.70896E+08 0.71065E+08 0.71234E+08 0.71403E+08 0.71572E+08
 0.71741E+08 0.71910E+08 0.72080E+08 0.72250E+08 0.72420E+08 0.72590E+08
 0.72761E+08 0.72932E+08 0.73103E+08 0.73274E+08 0.73445E+08 0.73616E+08
 0.73788E+08 0.73960E+08 0.74132E+08 0.74304E+08 0.74477E+08 0.74650E+08
 0.74823E+08 0.74996E+08 0.75169E+08 0.75342E+08 0.75516E+08 0.75690E+08
 0.75864E+08 0.76038E+08 0.76213E+08 0.76388E+08 0.76563E+08 0.76738E+08
 0.76913E+08 0.77088E+08 0.77264E+08 0.77440E+08 0.77616E+08 0.77792E+08
 0.77969E+08 0.78146E+08 0.78323E+08 0.78500E+08 0.78677E+08 0.78854E+08
 0.79032E+08 0.79210E+08 0.79388E+08 0.79566E+08 0.79745E+08 0.79924E+08
 0.80103E+08 0.80282E+08 0.80461E+08 0.80640E+08 0.80820E+08 0.81000E+08
 0.81180E+08 0.81360E+08 0.81541E+08 0.81722E+08 0.81903E+08 0.82084E+08
 0.82265E+08 0.82446E+08 0.82628E+08 0.82810E+08 0.82992E+08 0.83174E+08
 0.83357E+08 0.83540E+08 0.83723E+08 0.83906E+08 0.84089E+08 0.84272E+08
 0.84456E+08 0.84640E+08 0.84824E+08 0.85008E+08 0.85193E+08 0.85378E+08
 0.85563E+08 0.85748E+08 0.85933E+08 0.86118E+08 0.86304E+08 0.86490E+08
 0.86676E+08 0.86862E+08 0.87049E+08 0.87236E+08 0.87423E+08 0.87610E+08
 0.87797E+08 0.87984E+08 0.88172E+08 0.88360E+08 0.88548E+08 0.88736E+08
 0.88925E+08 0.89114E+08 0.89303E+08 0.89492E+08 0.89681E+08 0.89870E+08
 0.90060E+08 0.90250E+08 0.90440E+08 0.90630E+08 0.90821E+08 0.91012E+08
 0.91203E+08 0.91394E+08 0.91585E+08 0.91776E+08 0.91968E+08 0.92160E+08
 0.92352E+08 0.92544E+08 0.92737E+08 0.92930E+08 0.93123E+08 0.93316E+08
 0.93509E+08 0.93702E+08 0.93896E+08 0.94090E+08 0.94284E+08 0.94478E+08
 0.94673E+08 0.94868E+08 0.95063E+08 0.95258E+08 0.95453E+08 0.95648E+08
 0.95844E+08 0.96040E+08 0.96236E+08 0.96432E+08 0.96629E+08 0.96826E+08
 0.97023E+08 0.97220E+08 0.97417E+08 0.97614E+08 0.97812E+08 0.98010E+08
 0.98208E+08 0.98406E+08 0.98605E+08 0.98804E+08 0.99003E+08 0.99202E+08
 0.99401E+08 0.99600E+08 0.99800E+08 0.10000E+09
   3.33833605E+10
