         500
 2250.975342 2261.530762 2272.111084 2282.716064 2293.345703 2304.000000
 2314.678955 2325.382812 2336.111084 2346.864258 2357.642090 2368.444336
 2379.271484 2390.123535 2401.000000 2411.901123 2422.827148 2433.777832
 2444.753174 2455.753174 2466.777832 2477.827148 2488.901123 2500.000000
 2511.123535 2522.271484 2533.444336 2544.642090 2555.864258 2567.111084
 2578.382812 2589.678955 2601.000000 2612.345703 2623.716064 2635.111084
 2646.530762 2657.975342 2669.444336 2680.938232 2692.456787 2704.000000
 2715.567871 2727.160400 2738.777832 2750.419678 2762.086426 2773.777832
 2785.493896 2797.234619 2809.000000 2820.790039 2832.604980 2844.444336
 2856.308594 2868.197510 2880.111084 2892.049316 2904.012451 2916.000000
 2928.012451 2940.049316 2952.111084 2964.197510 2976.308594 2988.444336
 3000.604980 3012.790039 3025.000000 3037.234619 3049.493896 3061.777832
 3074.086426 3086.419678
   515947.594    
